Region,Outgoing_Connections,Incoming_Connections,Total_Outgoing_Strength,Total_Incoming_Strength,Avg_Outgoing_Strength,Avg_Incoming_Strength,Max_Outgoing,Max_Incoming
Trochlear nucleus,0,63,0.0,2.004900496431756,0.0,0.006344621824151126,0.0,0.7265796344343126
Paratrochlear nucleus,0,64,0.0,1.3925395237065479,0.0,0.004406770644640974,0.0,0.5274220419085806
Ventral tegmental nucleus,0,58,0.0,0.543663876402258,0.0,0.0017204553050704367,0.0,0.09092948963569802
Anterior tegmental nucleus,0,71,0.0,0.8407017982670667,0.0,0.002660448728693249,0.0,0.11720225747309171
Lateral terminal nucleus of the accessory optic tract,0,79,0.0,0.7366472109164214,0.0,0.002331162059862093,0.0,0.184763538563732
Dorsal terminal nucleus of the accessory optic tract,0,96,0.0,0.8638958698317661,0.0,0.002733847689341032,0.0,0.44213029274634985
Medial terminal nucleus of the accessory optic tract,0,99,0.0,1.410031363394459,0.0,0.004462124567703984,0.0,0.4177117283756148
"Substantia nigra, compact part",0,85,0.0,1.1744610355819745,0.0,0.0037166488467784004,0.0,0.309577593313468
Pedunculopontine nucleus,0,91,0.0,0.7958434070229994,0.0,0.0025184917943765804,0.0,0.12079322098583727
Interfascicular nucleus raphe,0,97,0.0,2.317989501847142,0.0,0.007335409815971968,0.0,0.4746899258256887
Interpeduncular nucleus,309,107,1.365785624755651,0.7854246779608436,0.004322106407454592,0.00248552113278748,0.23217242486743048,0.23217242486743048
